Semana,Id,Tipo,Consigna,Enunciado,Respuesta,También se acepta,Opciones,OK (sí/no),Corrección,Comentario
18,s:r11-01b:d,cloze,Completá con la interjección adecuada. Puede haber varias posibilidades.,Abbiamo finito tutti quanti i compiti. – ___ (¡Muy bien!),Bravi,Bravissimi | Complimenti | Bene | Benissimo | Ottimo | Brave | Bravi!,,,,
18,s:r11-01b:h,cloze,Completá con la interjección adecuada. Puede haber varias posibilidades.,"Vuoi un'altra fetta di torta? – ___ (¡Dios me libre! / ¡Ni loca!), sto a dieta!",Per carità,Dio me ne scampi | Neanche per sogno | Ci mancherebbe | Per l'amor di Dio | Ma figurati | Macché | Nemmeno per sogno,,,,
18,s:r11-02:a,cloze,¡Qué lindo! Elogiá todo con che! y el adjetivo o sustantivo dado. Ojo con la concordancia.,Che ___! (quel giardino – bello),bel giardino,bello quel giardino,,,,
18,s:r11-02:b,cloze,¡Qué lindo! Elogiá todo con che! y el adjetivo o sustantivo dado. Ojo con la concordancia.,Che ___! (quella casa – meraviglia),meraviglia di casa,meraviglia quella casa,,,,
18,s:r11-02:c,cloze,¡Qué lindo! Elogiá todo con che! y el adjetivo o sustantivo dado. Ojo con la concordancia.,Che ___! (quei ragazzi – simpatico),ragazzi simpatici,simpatici quei ragazzi,,,,
18,s:r11-02:d,cloze,¡Qué lindo! Elogiá todo con che! y el adjetivo o sustantivo dado. Ojo con la concordancia.,Che ___! (quella ragazza – amore),amore di ragazza,amore quella ragazza,,,,
18,s:r11-02:e,cloze,¡Qué lindo! Elogiá todo con che! y el adjetivo o sustantivo dado. Ojo con la concordancia.,Che ___! (questi orecchini – carino),orecchini carini,carini questi orecchini | begli orecchini,,,,
18,s:r11-02:f,cloze,¡Qué lindo! Elogiá todo con che! y el adjetivo o sustantivo dado. Ojo con la concordancia.,Che ___! (questa maglietta – bellino),maglietta bellina,bellina questa maglietta,,,,
18,s:r11-03:a,translate,¿Qué comentás? Escribí en italiano la exclamación (con come o quanto).,Te quedaste afuera sin llaves: ¡Qué tonto que soy!,Come sono stupido!,Quanto sono stupido! | Come sono stupida! | Quanto sono stupida! | Che stupido che sono! | Che stupida che sono!,,,,
18,s:r11-03:b,translate,¿Qué comentás? Escribí en italiano la exclamación (con come o quanto).,No estás disfrutando del concierto: ¡Qué mal que tocan!,Come suonano male!,Quanto suonano male!,,,,
18,s:r11-03:c,translate,¿Qué comentás? Escribí en italiano la exclamación (con come o quanto).,Tu pareja perdió la agenda: ¡Qué distraído que sos!,Come sei sbadato!,Come sei sbadata! | Quanto sei sbadato! | Quanto sei sbadata! | Come sei distratto! | Come sei distratta! | Che sbadato che sei! | Che sbadata che sei!,,,,
18,s:r11-05:a,cloze,Completá con quanto o come. A veces sirven los dos.,___ dorme quel ragazzo!,Quanto,Come,,,,
18,s:r11-05:b,cloze,Completá con quanto o come. A veces sirven los dos.,___ soldi hai speso!,Quanti,,,,,
18,s:r11-05:c,cloze,Completá con quanto o come. A veces sirven los dos.,___ sono lenti!,Come,Quanto,,,,
18,s:r11-05:d,cloze,Completá con quanto o come. A veces sirven los dos.,___ mi dispiace!,Quanto,Come,,,,
18,s:r11-06:a,choice,¿Qué decís? Elegí la exclamación adecuada para cada situación.,Te invitaron a un concierto.,Che bello!,,Che bella! | Che bello! | Com'è bella!,,,
18,s:r11-06:d,choice,¿Qué decís? Elegí la exclamación adecuada para cada situación.,Ese chico es muy capo.,Che bravo!,Com'è bravo! | Quant'è bravo!,Com'è brava! | Che brava! | Che bravo!,,,
18,s:r14-01:a,translate,Escribí en italiano las respuestas.,"Ti chiami Edda? – No, no me llamo Edda, me llamo Emma.","No, non mi chiamo Edda, mi chiamo Emma.","No, non mi chiamo Edda, ma Emma. | No, non mi chiamo Edda. Mi chiamo Emma.",,,,
18,s:r14-01:b,translate,Escribí en italiano las respuestas.,Pioverà domani? – Creo que no. – ¡Espero que no!,Credo di no. Spero di no!,Penso di no. Spero di no! | Credo di no. Speriamo di no! | Penso di no. Speriamo di no! | Non credo. Spero di no! | Non credo. Speriamo di no!,,,,
18,s:r14-01:d,translate,Escribí en italiano las respuestas.,"Prendi l'aereo? – No, me gusta viajar en tren, no en avión.","No, mi piace viaggiare in treno, non in aereo.","No, mi piace viaggiare in treno e non in aereo.",,,,
18,s:r14-01:e,translate,Escribí en italiano las respuestas.,"Prendiamo un bicchierino insieme? – No, perdoná, hoy nada de vino.","No, mi dispiace, niente vino oggi.","No, mi dispiace, oggi niente vino. | No, scusa, niente vino oggi. | No, scusa, oggi niente vino.",,,,
18,s:r14-01b:a,choice,La palabra justa para cada situación. Elegí la respuesta adecuada.,Ti piace l'appartamento? –,Mica male!,,Mica male! | Meno male!,,,
18,s:r14-01b:b,choice,La palabra justa para cada situación. Elegí la respuesta adecuada.,Hai studiato il testo? –,Nient'affatto!,Niente!,Meno male! | Nient'affatto!,,,
18,s:r14-01b:c,choice,La palabra justa para cada situación. Elegí la respuesta adecuada.,Che cosa ti ha detto? –,Niente.,,Niente. | Per niente.,,,
18,s:r14-01b:d,choice,La palabra justa para cada situación. Elegí la respuesta adecuada.,Quand'è che si sposano? –,Mai!,,Mai più! | Mai!,,,
18,s:r14-01b:f,choice,La palabra justa para cada situación. Elegí la respuesta adecuada.,È stato interessante? –,Per niente!,Assolutamente no!,Niente. | Per niente!,,,
18,s:r14-01b:g,choice,La palabra justa para cada situación. Elegí la respuesta adecuada.,Hai capito? –,Per niente!,Nient'affatto!,Per niente! | Mai più!,,,
18,s:r14-01b:h,choice,La palabra justa para cada situación. Elegí la respuesta adecuada.,Hai intenzione di pagare la multa? –,Assolutamente no!,Mai!,Assolutamente no! | Mica male!,,,
18,s:r14-01c:a,translate,"Traducí al italiano, prestando atención a la posición de las negaciones.",No vi a nadie.,Non ho visto nessuno.,,,,,
18,s:r14-01c:b,translate,"Traducí al italiano, prestando atención a la posición de las negaciones.",Nunca vio el Mont Blanc.,Non ha mai visto il Monte Bianco.,,,,,
18,s:r14-01c:c,translate,"Traducí al italiano, prestando atención a la posición de las negaciones.",Todavía no se fue.,Non è ancora partita.,Non se n'è ancora andata. | Non è ancora uscita. | Non è ancora partito. | Non se n'è ancora andato. | Non è ancora uscito. | Non è ancora andata via. | Non è ancora andato via.,,,,
18,s:r14-01c:d,translate,"Traducí al italiano, prestando atención a la posición de las negaciones.",No quiero comer nada.,Non voglio mangiare niente.,Non voglio mangiare nulla.,,,,
18,s:r14-01c:e,translate,"Traducí al italiano, prestando atención a la posición de las negaciones.",Ella nunca quiere ayudar.,Non vuole mai aiutare.,Non vuole aiutare mai. | Lei non vuole mai aiutare.,,,,
18,s:r14-01c:f,translate,"Traducí al italiano, prestando atención a la posición de las negaciones.",Ya no quiero venir.,Non voglio più venire.,Non voglio venire più.,,,,
18,s:r14-02:a,translate,"Traducí al italiano con non … affatto, non … assolutamente o non … per niente (usá cada una al menos una vez).",No me gusta para nada.,Non mi piace per niente.,Non mi piace affatto. | Non mi piace per nulla.,,,,
18,s:r14-02:b,translate,"Traducí al italiano con non … affatto, non … assolutamente o non … per niente (usá cada una al menos una vez).",No lo conozco para nada.,Non lo conosco affatto.,Non lo conosco per niente. | Non lo conosco per nulla.,,,,
18,s:r14-02:c,translate,"Traducí al italiano con non … affatto, non … assolutamente o non … per niente (usá cada una al menos una vez).",No es para nada antipático.,Non è affatto antipatico.,Non è per niente antipatico. | Non è per nulla antipatico.,,,,
18,s:r14-02:d,translate,"Traducí al italiano con non … affatto, non … assolutamente o non … per niente (usá cada una al menos una vez).",De ninguna manera tenés que irte. (tu),Non devi assolutamente partire.,Non devi partire assolutamente. | Non devi assolutamente andartene. | Non devi andartene assolutamente. | Non devi assolutamente andare via. | Non devi andare via assolutamente.,,,,
18,s:r14-03:a,translate,Traducí al italiano usando dos palabras negativas además de non.,Nunca explica nada.,Non spiega mai niente.,Non spiega mai nulla.,,,,
18,s:r14-03:b,translate,Traducí al italiano usando dos palabras negativas además de non.,No va a ofender más a nadie.,Non offenderà più nessuno.,,,,,
18,s:r14-03:c,translate,Traducí al italiano usando dos palabras negativas además de non.,No quedó nada más.,Non è rimasto più niente.,Non è rimasto più nulla. | Non rimane più niente. | Non c'è rimasto più niente. | Non è rimasto più nient'altro.,,,,
18,s:r14-03:d,translate,Traducí al italiano usando dos palabras negativas además de non.,Todavía no encontré nada.,Non ho ancora trovato niente.,Non ho ancora trovato nulla.,,,,
18,s:r14-03:e,translate,Traducí al italiano usando dos palabras negativas además de non.,No encontré absolutamente nada.,Non ho mica trovato niente.,Non ho mica trovato nulla. | Non ho trovato proprio niente. | Non ho trovato proprio nulla. | Non ho trovato niente di niente. | Non ho trovato assolutamente niente. | Non ho trovato assolutamente nulla.,,,,
19,d18-002,cloze,Completá con el futuro simple del verbo entre paréntesis.,Tu ___ (mangiare) quello?,mangerai,,,,,
19,d18-003,cloze,Completá con el futuro simple del verbo entre paréntesis.,La signora ___ (imparare) l’italiano prima di andare.,imparerà,,,,,
19,d18-004,cloze,Completá con el futuro simple del verbo entre paréntesis.,Noi ___ (leggere) il libro per il corso.,leggeremo,,,,,
19,d18-005,cloze,Completá con el futuro simple del verbo entre paréntesis.,Voi ___ (dormire) tardi.,dormirete,,,,,
19,d18-006,cloze,Completá con el futuro simple del verbo entre paréntesis.,Paolo ___ (pagare) il conto.,pagherà,,,,,
19,d18-007,cloze,Completá con el futuro simple del verbo entre paréntesis.,Loro ___ (cercare) biglietti per il viaggio.,cercheranno,,,,,
19,d18-008,cloze,Completá con el futuro simple del verbo entre paréntesis.,Tu ed io ___ (viaggiare) insieme.,viaggeremo,,,,,
19,d18-009,cloze,Completá con el futuro simple del verbo entre paréntesis.,Io non gli ___ (scrivere).,scriverò,,,,,
19,d18-010,cloze,Completá con el futuro simple del verbo entre paréntesis.,Le ragazze ___ (comprare) delle belle scarpe per il ballo.,compreranno,,,,,
19,d18-011,cloze,Completá con el futuro simple del verbo entre paréntesis.,"Mi ___ (tu, fare) un favore?",farai,,,,,
19,d18-012,cloze,Completá con el futuro simple del verbo entre paréntesis.,La mamma ___ (sapere).,saprà,,,,,
19,d18-013,cloze,Completá con el futuro simple del verbo entre paréntesis.,Io non lo ___ (fare).,farò,,,,,
19,d18-014,cloze,Completá con el futuro simple del verbo entre paréntesis.,Voi ci ___ (essere)?,sarete,,,,,
19,d18-015,cloze,Completá con el futuro simple del verbo entre paréntesis.,Loro ___ (vivere) con gli amici.,vivranno,,,,,
19,d18-016,cloze,Completá con el futuro simple del verbo entre paréntesis.,Domani Marco ___ (avere) un po’ di tempo libero.,avrà,,,,,
19,d18-017,cloze,Completá con el futuro simple del verbo entre paréntesis.,Noi ___ (studiare) stasera.,studieremo,,,,,
19,d18-018,cloze,Completá con el futuro simple del verbo entre paréntesis.,Voi ___ (vedere) il nuovo film?,vedrete,,,,,
19,d18-019,cloze,Completá con el futuro simple del verbo entre paréntesis.,I bambini ___ (leggere) molto durante l’estate.,leggeranno,,,,,
19,d18-020,cloze,Completá con el futuro simple del verbo entre paréntesis.,Chiara e Laura ci ___ (visitare)?,visiteranno,,,,,
19,d18-021,translate,Traducí al italiano usando el futuro (también el futuro de probabilidad).,Mañana voy a tener mucho trabajo.,Domani avrò molto lavoro.,Io avrò molto lavoro domani. | Avrò molto lavoro domani. | Domani io avrò molto lavoro. | Io domani avrò molto lavoro. | Domani avrò tanto lavoro. | Avrò tanto lavoro domani.,,,,
19,d18-022,translate,Traducí al italiano usando el futuro (también el futuro de probabilidad).,"Chicos, van a hacer la tarea después de la escuela.","Bambini, farete i compiti dopo scuola.","Bambini farete i compiti dopo scuola | Bambini, farete i compiti dopo la scuola. | Bambini farete i compiti dopo la scuola | Ragazzi, farete i compiti dopo scuola. | Ragazzi farete i compiti dopo scuola | Ragazzi, farete i compiti dopo la scuola. | Ragazzi farete i compiti dopo la scuola",,,,
19,d18-023,translate,Traducí al italiano usando el futuro (también el futuro de probabilidad).,Debe costar muchísimo.,Costerà moltissimo.,Costerà molto molto. | Costerà tantissimo. | Costerà tanto tanto.,,,,
19,d18-024,translate,Traducí al italiano usando el futuro (también el futuro de probabilidad).,¿Dónde estarán (ellos)?,Dove saranno?,"Loro, dove saranno? | Loro dove saranno? | Dove saranno loro?",,,,
19,d18-025,translate,Traducí al italiano usando el futuro (también el futuro de probabilidad).,Ustedes van a saber estudiar.,Saprete studiare.,Voi saprete studiare.,,,,
19,d18-026,cloze,Completá con el futuro anteriore (futuro compuesto). El auxiliar ya está indicado.,Lorenzo ___ (avere + mangiare) tutti i biscotti.,avrà mangiato,,,,,
19,d18-027,cloze,Completá con el futuro anteriore (futuro compuesto). El auxiliar ya está indicado.,Voi ___ (avere + vedere) i ragazzi a Firenze.,avrete visto,,,,,
19,d18-028,cloze,Completá con el futuro anteriore (futuro compuesto). El auxiliar ya está indicado.,Io ___ (avere + leggere) il nuovo libro.,avrò letto,,,,,
19,d18-029,cloze,Completá con el futuro anteriore (futuro compuesto). El auxiliar ya está indicado.,Lei ___ (essere + venire) alla festa.,sarà venuta,,,,,
19,d18-030,cloze,Completá con el futuro anteriore (futuro compuesto). El auxiliar ya está indicado.,Tu ___ (essere + informarsi)?,ti sarai informato,ti sarai informata,,,,
19,d18-032,translate,"Traducí al italiano. Ojo: después de «quando» y «appena», si la acción es futura, el italiano prefiere el futuro (no el subjuntivo como en castellano; en la lengua hablada también se oye el presente); después de «se» sirven el futuro o el presente.","Cuando ustedes lleguen, vamos a comer.","Quando arriverete, mangeremo.","Quando arriverete mangeremo | Quando arriverete, noi mangeremo. | Quando arriverete noi mangeremo",,,,
19,d18-033,translate,"Traducí al italiano. Ojo: después de «quando» y «appena», si la acción es futura, el italiano prefiere el futuro (no el subjuntivo como en castellano; en la lengua hablada también se oye el presente); después de «se» sirven el futuro o el presente.","Si Mario no va, no va a ver a sus amigos.","Se Mario non andrà, non vedrà gli amici.","Se Mario non andrà non vedrà gli amici | Se Mario non andrà, non vedrà i suoi amici. | Se Mario non andrà non vedrà i suoi amici | Se Mario non va, non vedrà gli amici. | Se Mario non va non vedrà gli amici | Se Mario non va, non vedrà i suoi amici. | Se Mario non va non vedrà i suoi amici",,,,
19,d18-034,translate,"Traducí al italiano. Ojo: después de «quando» y «appena», si la acción es futura, el italiano prefiere el futuro (no el subjuntivo como en castellano; en la lengua hablada también se oye el presente); después de «se» sirven el futuro o el presente.","Apenas reciba una carta, te aviso.","Appena riceverò una lettera, ti farò sapere.","Appena riceverò una lettera ti farò sapere | Appena riceverò una lettera, te lo farò sapere. | Appena riceverò una lettera te lo farò sapere | Non appena riceverò una lettera, ti farò sapere. | Non appena riceverò una lettera ti farò sapere | Appena riceverò una lettera, ti avviserò. | Appena riceverò una lettera ti avviserò | Non appena riceverò una lettera, ti avviserò. | Non appena riceverò una lettera ti avviserò | Appena riceverò una lettera, ti faccio sapere. | Appena riceverò una lettera, ti avviso. | Non appena riceverò una lettera, ti faccio sapere. | Non appena riceverò una lettera, ti avviso.",,,,
19,d18-035,translate,"Traducí al italiano. Ojo: después de «quando» y «appena», si la acción es futura, el italiano prefiere el futuro (no el subjuntivo como en castellano; en la lengua hablada también se oye el presente); después de «se» sirven el futuro o el presente.","Si tienen un rato libre, van a venir a visitarnos.","Se avranno un momento libero, verranno a trovarci.","Se avranno un momento libero verranno a trovarci | Se avranno un attimo libero, verranno a trovarci. | Se avranno un attimo libero verranno a trovarci | Se hanno un momento libero, verranno a trovarci. | Se hanno un momento libero verranno a trovarci | Se hanno un attimo libero, verranno a trovarci. | Se hanno un attimo libero verranno a trovarci | Se avranno un po' di tempo libero, verranno a trovarci. | Se avranno un po' di tempo libero verranno a trovarci | Se hanno un po' di tempo libero, verranno a trovarci. | Se hanno un po' di tempo libero verranno a trovarci",,,,
19,s:r01-07:g,choice,Elegí la palabra con el género correcto para completar cada oración.,Il maestro era già ___ dell'orchestra.,nella buca,,nel buco | nella buca,,,
19,s:r02-01b:c,cloze,"En la segunda oración, completá con la forma correcta del partitivo (di + artículo).",A Dresda ho visto della porcellana antica. Ho visto ___ antica porcellana settecentesca.,dell',,,,,
19,s:r02-02c:b,cloze,"Reformulá cada oración con un significado parecido, usando «alcuni/alcune» o «qualche» según la forma del sustantivo.",Ho dei dubbi da chiarire. → Ho ___ dubbio da chiarire.,qualche,,,,,
19,s:r07-01:c,cloze,Completá con el pronombre reflexivo y la forma del verbo indicados.,Non ___ mai le unghie. (noi – laccarsi),ci lacchiamo,,,,,
19,s:r07-01:f,cloze,Completá con el pronombre reflexivo y la forma del verbo indicados.,___ a Roma per due giorni. (loro – trattenersi),Si trattengono,,,,,
19,s:r07-01i:b,cloze,¡Todavía no! Reemplazá el sustantivo por un pronombre y hacé concordar el participio.,"Avete innaffiato le piante? – No, non ___ abbiamo ancora ___.",le | innaffiate,le | annaffiate,,,,
19,s:r07-02g:c,cloze,"Uní las dos oraciones con «o» (a y b) o con «e anche» (c y d), usando pronombres tónicos.",Li chiamerò. Chiamerò Gina. → Chiamerò ___. (Los voy a llamar a ellos y también a Gina.),loro e anche Gina,,,,,
19,s:r07-02g:d,cloze,"Uní las dos oraciones con «o» (a y b) o con «e anche» (c y d), usando pronombres tónicos.",Ti manderò una cartolina. Manderò una cartolina ai miei. → Manderò una cartolina ___. (A vos y también a mis viejos.),a te e anche ai miei,,,,,
19,s:r07-03b:c,cloze,Completá con el equivalente italiano de lo que está entre paréntesis.,"No, ___ (él se recibe) a giugno, ma ___ (yo me recibo) l'anno prossimo.",lui si laurea | io mi laureo,,,,,
19,s:r07-04b:b,cloze,Reemplazá la frase por uno o dos pronombres.,"Il suo matrimonio andrà male, ___ ho detto tante volte.",l',gliel',,,,
19,s:r07-04f:a,choice,Decidí si el pronombre marcado es un pronombre sujeto o un pronombre tónico (después de preposición o como objeto).,L'attrice farà girare un film su «se stessa».,tónico,,sujeto | tónico,,,
19,s:r07-06:d,cloze,Reemplazá la persona por el pronombre de objeto indirecto correcto.,"Lucio dovrà pagare 2.000 euro alla moglie. È vero, ___ dovrà pagare 2.000 euro.",le,,,,,
19,s:r07-06c:a,cloze,¡Pobres! Completá la terminación del participio.,"Mio figlio si è slogato la caviglia. – Poveretto, se l'è slogat___ sciando?",a,,,,,
19,s:r07-12:a,choice,Elegí el pronombre (OD u OI) que reemplaza la parte indicada.,Porterò mia nonna al mare. → ___ porterò al mare.,La,,La | Le,,,
19,s:r07-12:b,choice,Elegí el pronombre (OD u OI) que reemplaza la parte indicada.,Porterò dei fiori a mia nonna. → ___ porterò dei fiori.,Le,,La | Le,,,
19,s:r07-12:c,choice,Elegí el pronombre (OD u OI) que reemplaza la parte indicada.,Manderò il pacco a Carlo. → ___ manderò a Carlo. (reemplazá «il pacco»),Lo,,Lo | Gli,,,
19,s:r07-12:d,choice,Elegí el pronombre (OD u OI) que reemplaza la parte indicada.,Manderò una email a Silvio. → ___ manderò una email.,Gli,,Lo | Gli,,,
19,s:r07-12:e,choice,Elegí el pronombre (OD u OI) que reemplaza la parte indicada.,Leggerò l'articolo a Dina e a Lucia. ¿Qué pronombre reemplaza «a Dina e a Lucia»?,gli,loro,lo | gli | le,,,
19,s:r07-12:f,choice,Elegí el pronombre (OD u OI) que reemplaza la parte indicada.,Leggerò il riassunto a Dina e a Lucia. ¿Qué pronombre reemplaza «a Dina e a Lucia»?,gli,loro,li | gli | le,,,
19,s:r07-15:a,cloze,Completá con el pronombre de objeto directo o indirecto adecuado.,"Non ti preoccupare, ___ dirò di pagare. (a él)",gli,,,,,
19,s:r08-01c:b,cloze,Completá con el equivalente italiano. Ojo: muchas veces el italiano no usa el posesivo.,Angelo arriverà domani con ___ (su esposa).,sua moglie,,,,,
19,s:r08-05:e,cloze,Completá con el pronombre posesivo italiano adecuado.,Io chiederò il permesso ai miei genitori e tu chiedi il permesso ___ (a los tuyos).,ai tuoi,,,,,
19,s:r11-01b:a,cloze,Completá con la interjección adecuada. Puede haber varias posibilidades.,"___ (¡Uf, qué macana!) ho dimenticato di chiudere la porta a chiave!",Accidenti,Mannaggia | Uffa | Cavolo | Porca miseria | Accipicchia,,,,
19,s:r11-06:b,choice,¿Qué decís? Elegí la exclamación adecuada para cada situación.,"Qué raro, tu amigo no apareció.",Che strano!,Com'è strano! | Quant'è strano!,Che strana! | Che strano! | Com'è strana!,,,
19,s:r12-01c:i,cloze,Reemplazá lo que está entre paréntesis por la forma adecuada de tutto.,___ (Toda la) commissione sarà rieletta.,Tutta la,,,,,
19,s:r12-01e:e,translate,Traducí al italiano.,Estos zapatos se consiguen en todos lados.,Queste scarpe si trovano dappertutto.,Queste scarpe si trovano ovunque. | Queste scarpe si trovano dovunque. | Queste scarpe si trovano da tutte le parti.,,,,
19,s:r12-02b:f,translate,Traducí al italiano (usá tu cuando haga falta).,Busqué por todos lados.,Ho cercato dappertutto.,Ho cercato ovunque. | Ho cercato dovunque. | Ho cercato da tutte le parti. | Ho guardato dappertutto.,,,,
19,s:r12-04:c,translate,Traducí al italiano.,Necesito estar localizable en todo momento.,Devo essere reperibile in ogni momento.,Devo essere reperibile in qualsiasi momento. | Ho bisogno di essere reperibile in ogni momento. | Ho bisogno di essere reperibile in qualsiasi momento. | Devo essere raggiungibile in ogni momento.,,,,
19,s:r12-11:d,translate,Traducí al italiano con chiunque.,Cualquiera de ustedes tendrá que estar listo para ayudar.,Chiunque di voi dovrà essere pronto ad aiutare.,Chiunque di voi dovrà essere pronto a aiutare.,,,,
19,s:r14-01d:a,translate,¿No me digas que…? Esperás que tus peores temores no se cumplan. Traducí al italiano con mica (tu).,"¿No te habrás olvidado de mandar la carta, no?",Non ti sarai mica dimenticato di spedire la lettera?,Non ti sarai mica dimenticata di spedire la lettera? | Non ti sei mica dimenticato di spedire la lettera? | Non ti sei mica dimenticata di spedire la lettera? | Non avrai mica dimenticato di spedire la lettera? | Non hai mica dimenticato di spedire la lettera? | Non ti sarai mica dimenticato di imbucare la lettera? | Non ti sarai mica dimenticato di mandare la lettera? | Non ti sarai mica dimenticata di mandare la lettera? | Non avrai mica dimenticato di mandare la lettera?,,,,
19,s:r14-01d:b,translate,¿No me digas que…? Esperás que tus peores temores no se cumplan. Traducí al italiano con mica (tu).,"¿No habrás invitado a los vecinos, no?",Non avrai mica invitato i vicini?,Non hai mica invitato i vicini?,,,,
19,s:r14-01d:c,translate,¿No me digas que…? Esperás que tus peores temores no se cumplan. Traducí al italiano con mica (tu).,"¿No habrás dejado el horno prendido, no? (lasciare acceso il forno)",Non avrai mica lasciato acceso il forno?,Non hai mica lasciato acceso il forno? | Non avrai mica lasciato il forno acceso? | Non hai mica lasciato il forno acceso?,,,,
19,s:r14-03:f,translate,Traducí al italiano usando dos palabras negativas además de non.,No le voy a decir nada a nadie.,Non dirò niente a nessuno.,Non dirò nulla a nessuno. | Non dico niente a nessuno.,,,,
19,s:r17-02b:c,cloze,Expresá estos siglos de la otra manera.,il Quattrocento = ___,il quindicesimo secolo,il XV secolo | quindicesimo secolo,,,,
19,s:r17-02b:d,cloze,Expresá estos siglos de la otra manera.,l'Ottocento = ___,il diciannovesimo secolo,il XIX secolo | diciannovesimo secolo,,,,
19,s:r18-01d:a,cloze,¿Qué dijeron? Pasá a estilo indirecto con el comienzo dado (verbo introductorio en presente).,‘Staremo da voi a mezzogiorno per prendere l'aperitivo.’ → Barbara dice ___.,che staranno da noi a mezzogiorno per prendere l'aperitivo,che staranno da voi a mezzogiorno per prendere l'aperitivo,,,,
19,s:r19-01:a,choice,Elegí la forma correcta del futuro.,Fra poco ___ quella lettera.,scriverò,,scriverò | scrivirò,,,
19,s:r19-01:b,choice,Elegí la forma correcta del futuro.,Domani Enrico ___ da me.,dormirà,,dormerà | dormirà,,,
19,s:r19-01:c,choice,Elegí la forma correcta del futuro.,___ domani con i loro amici.,Torneranno,,Tornaranno | Torneranno | Tornerano,,,
19,s:r19-01b:a,cloze,"Decí qué va a pasar seguro, con el futuro del verbo.",Guarda che nuvoloni! – ___ di sicuro. (piovere),Pioverà,,,,,
19,s:r19-01b:b,cloze,"Decí qué va a pasar seguro, con el futuro del verbo.",Marco non ha studiato. – ___ sicuramente bocciato. (essere),Sarà,,,,,
19,s:r19-01b:c,cloze,"Decí qué va a pasar seguro, con el futuro del verbo.",Abbiamo perso il treno. Purtroppo ___ in ritardo. (arrivare),arriveremo,,,,,
19,s:r19-01c:a,translate,Completá en italiano para decir qué habrá pasado (futuro anteriore).,Fra una settimana… ___ (lo vas a haber olvidado).,l'avrai dimenticato,lo avrai dimenticato | ti sarai dimenticato di lui | ti sarai dimenticata di lui | te ne sarai dimenticato | te ne sarai dimenticata,,,,
19,s:r19-01c:b,translate,Completá en italiano para decir qué habrá pasado (futuro anteriore).,Quando leggerà questa lettera… ___ (yo ya me voy a haber ido).,sarò già partito,sarò già partita | me ne sarò già andato | me ne sarò già andata | sarò già andato via | sarò già andata via,,,,
19,s:r19-01c:c,translate,Completá en italiano para decir qué habrá pasado (futuro anteriore).,A quest'ora domani… ___ (Giovanni ya va a haber vuelto).,Giovanni sarà tornato,Giovanni sarà già tornato | Giovanni sarà rientrato | Giovanni sarà già rientrato,,,,
19,s:r19-02:a,cloze,Poné el verbo en futuro.,Se vuoi ___ con te stasera. (io – giocare),giocherò,,,,,
19,s:r19-02:b,cloze,Poné el verbo en futuro.,Se volete vi ___ il gioco. (noi – spiegare),spiegheremo,,,,,
19,s:r19-02:c,cloze,Poné el verbo en futuro.,Quand'è che ___ a studiare? (loro – cominciare),cominceranno,,,,,
19,s:r19-02:d,cloze,Poné el verbo en futuro.,Quand'è che ___ il tuo successo? (tu – festeggiare),festeggerai,,,,,
19,s:r19-02b:a,cloze,¿Todo va a mejorar? Hacé tus predicciones políticas con el futuro.,Le tasse ___ e gli stipendi ___ fermi. (aumentare; restare),aumenteranno | resteranno,,,,,
19,s:r19-02b:b,cloze,¿Todo va a mejorar? Hacé tus predicciones políticas con el futuro.,Gli automobilisti ___ le strade e ___ l'ambiente. (affollare; inquinare),affolleranno | inquineranno,,,,,
19,s:r19-02c:a,translate,Un amigo no llegó. ¿Qué habrá pasado? Traducí al italiano.,¿Se habrá equivocado de camino? (sbagliare strada),Avrà sbagliato strada?,,,,,
19,s:r19-02c:b,translate,Un amigo no llegó. ¿Qué habrá pasado? Traducí al italiano.,Habrá tenido un accidente.,Avrà avuto un incidente.,Avrà fatto un incidente.,,,,
19,s:r19-02c:c,translate,Un amigo no llegó. ¿Qué habrá pasado? Traducí al italiano.,"Será buen conductor, pero hay mal tiempo. (un bravo autista)","Sarà un bravo autista, ma fa brutto tempo.","Sarà un bravo autista ma fa brutto tempo. | Sarà un bravo autista, ma c'è brutto tempo. | Sarà un bravo autista ma c'è brutto tempo. | Sarà un bravo autista, ma il tempo è brutto. | Sarà un bravo autista ma il tempo è brutto.",,,,
19,s:r19-03:a,cloze,Completá con el futuro de los verbos dados.,Fra poco ___ a casa e ___ il bucato. (io – andare; fare),andrò | farò,,,,,
19,s:r19-03:b,cloze,Completá con el futuro de los verbos dados.,Domani ___ stare a casa o ___ uscire? (tu – dovere; potere),dovrai | potrai,,,,,
19,s:r19-03:c,cloze,Completá con el futuro de los verbos dados.,I nostri figli ___ a Rimini e ci ___ dopo le vacanze. (rimanere; vedere),rimarranno | vedranno,,,,,
19,s:r19-03:d,cloze,Completá con el futuro de los verbos dados.,"La settimana prossima ___ moltissimo da fare, ma ___ disponibile venerdì. (io – avere; io – essere)",avrò | sarò,,,,,
19,s:r19-03:e,cloze,Completá con el futuro de los verbos dados.,Martedì vi ___ se ___ o no. (noi – dire; noi – venire),diremo | verremo,,,,,
19,s:r19-03:f,cloze,Completá con el futuro de los verbos dados.,___ l'articolo o lo ___ a qualcun altro? (tu – tradurre; dare),Tradurrai | darai,,,,,
