Semana,Bloque,Título,Regla,Atención,Ejemplos,Tabla,OK (sí/no),Corrección,Comentario
26,6,Congiuntivo presente,"Después de *penso che, credo che, voglio che, è importante che*: **congiuntivo**. Con *so che* y *è vero che*, indicativo.","*Credo che sia tardi*, nunca «credo che è tardi». Y con el mismo sujeto, *di* + infinitivo: *credo di avere ragione*.",,io/tu/lui / parli / prenda / sia / abbia · noi / parliamo / prendiamo / siamo / abbiamo · voi / parliate / prendiate / siate / abbiate · loro / parlino / prendano / siano / abbiano,,,
26,7,Repaso: trampas de los verbos,"1. *mi sono lavato*, jamás «mi ho lavato». 2. *parleremo* (futuro) ≠ *parleremmo* (condicional). 3. Detrás de *se* hipotético, nunca condicional.",,,,,,
26,8,Repaso: trampas de la frase,"4. *migliore* adjetivo, *meglio* adverbio. 5. *più alto di Luca*, pero *più simpatico che bello*. 6. *qualche* + singular. 7. *dopo aver mangiato*, no «dopo mangiare».",,,,,,
27,1,Formación en -mente,Femenino singular del adjetivo + *-mente*: *lento → lentamente*. Los terminados en *-e* lo agregan directo: *veloce → velocemente*.,"Tras vocal, *-le* y *-re* pierden la *e*: *facile → facilmente*, *normale → normalmente*, *regolare → regolarmente*. «facilemente» es falta segura.",vero → veramente = verdaderamente · raro → raramente = raramente · semplice → semplicemente = simplemente,,,,
27,2,Los que no llevan -mente,"Los más usados son formas propias: *bene, male, presto, tardi, spesso, sempre, subito, insieme, volentieri*.",,Arrivo subito. = Llego enseguida. · Vengo volentieri. = Voy con gusto. · Parla piano! = ¡Hablá despacio!,,,,
27,3,Adjetivo o adverbio,"El adjetivo acompaña al sustantivo (*un buon libro*); el adverbio, al verbo (*scrive bene*). Se dice *sto bene*, nunca «sto buono».","El castellano distingue igual «bueno / bien», pero hablando rápido se mezcla. En italiano el error se nota enseguida.",È un buon libro. = Es un buen libro. · Scrive bene. = Escribe bien. · È cattivo. / Canta male. = Es malo. / Canta mal.,,,,
27,4,Dónde se coloca,"Después del verbo: *parla lentamente*. Con negación, *mai*, *più* y *ancora* cierran el *non* que va delante del verbo.",,Parla lentamente. = Habla despacio. · Mangio sempre qui. = Siempre como acá. · Non mangio mai carne. = Nunca como carne. · Non sono ancora pronto. = Todavía no estoy listo.,,,,
27,5,Adverbios con dos sentidos,"Cuidado con *ancora* (todavía / otra vez), *mai* (nunca / alguna vez) y *più* (más / ya no). El contexto y el *non* deciden.",,,ancora / todavía / otra vez / non ancora = todavía no · già / ya / en preguntas: ¿ya? · mai / nunca / alguna vez / Vai mai a teatro? = ¿vas alguna vez? · più / más / ya no / non... più = ya no · qui / qua / acá / prácticamente iguales · lì / là / allá / íd. · magari / ojalá / quizás / no tiene traducción única · addirittura / incluso / nada menos que / muy frecuente,,,
28,1,"Sumar, oponer, corregir","*e* suma, *ma* opone, *invece* contrasta dos sujetos. Ante vocal, sobre todo ante *e*, *e* se vuelve *ed*: *Anna ed Elena*.","*anzi* corrige hacia arriba lo que acabás de decir: *Non mi dispiace, anzi mi piace molto.* No tiene calco castellano; usado bien, suena nativo.",,"e / ed / y (ed ante vocal, sobre todo ante e) / Anna ed Elena · anche / también / Viene anche lui. · inoltre / además / Inoltre, costa poco. · ma / pero / Mi piace, ma costa troppo. · però / sin embargo / Non posso, però ci provo. · invece / en cambio / Io resto, lui invece parte. · anzi / es más / al contrario / Non è brutto, anzi! · mentre / mientras / en cambio / Mentre tu dormi, io lavoro. · tuttavia / no obstante / registro formal",,,
28,2,Causa y consecuencia,"*perché* = porque. *siccome* (como) va **siempre al principio**. *quindi, dunque, perciò* = por lo tanto.",,"Siccome piove, restiamo a casa. = Como llueve, nos quedamos en casa. · Non viene, quindi cominciamo senza di lui. = No viene, así que empezamos sin él.","perché / porque / el más común · poiché / siccome / como / puesto que / siccome va siempre al principio · dato che / visto che / dado que / coloquial y frecuente · quindi / dunque / perciò / por lo tanto /  · allora / entonces / también muletilla oral · così / así que / Piove, così resto a casa.",,,
28,3,"Antes, después, apenas","*prima di* + infinitivo, *dopo* + infinitivo **compuesto**, *appena* (apenas), *finché* (hasta que), *poi* (después), *alla fine* (al final).","*dopo* pide infinitivo compuesto: *dopo aver mangiato*, *dopo essere arrivati*. «dopo mangiare» está mal.","Prima di uscire, chiudi la finestra. = Antes de salir, cerrá la ventana. · Dopo aver mangiato, esco. = Después de comer, salgo. · Appena arrivo, ti chiamo. = Apenas llegue, te llamo.",,,,
28,4,Ordenar un argumento,"Para ordenar ideas: *innanzitutto* (ante todo), *in primo luogo*, *poi*, *d'altra parte* (por otro lado), *intanto* (mientras tanto), *infine*, *in conclusione*.",,"Innanzitutto, grazie a tutti. = Ante todo, gracias a todos. · D'altra parte, costa poco. = Por otro lado, cuesta poco.",,,,
28,5,Los que piden congiuntivo,"Estos conectores van **siempre** con congiuntivo: *benché, sebbene* (aunque), *affinché* (para que), *purché* (con tal de que), *prima che* (antes de que).",,"Benché sia stanco, esco lo stesso. = Aunque estoy cansado, salgo igual. · Te lo dico perché tu capisca. = Te lo digo para que entiendas.",,,,
29,1,La forma,"*abbia* o *sia* + participio. Valen las reglas del passato prossimo: el mismo auxiliar y, con *essere*, participio concordado.",,,io / abbia parlato / sia andato/a · tu / abbia parlato / sia andato/a · lui/lei / abbia parlato / sia andato/a · noi / abbiamo parlato / siamo andati/e · voi / abbiate parlato / siate andati/e · loro / abbiano parlato / siano andati/e,,,
29,2,Cuándo se usa,Principal en presente o futuro y subordinada que **pasó antes**. En castellano suele ser «haya + participio» o un pretérito.,,Credo che sia già partito. = Creo que ya salió. · Mi dispiace che tu non sia venuto. = Lamento que no hayas venido. · Non penso che abbiano capito. = No creo que hayan entendido. · È strano che non abbia chiamato. = Es raro que no haya llamado. · Spero che vi siate divertiti. = Espero que se hayan divertido.,,,,
29,3,Presente o passato,Mismo momento o después → **congiuntivo presente**. Antes → **congiuntivo passato**. Nada más.,,,Credo che venga. / ahora o después · Credo che sia venuto. / antes · Spero che stia bene. / ahora · Spero che sia stato bene. / en aquel momento,,,
29,4,Con concesivas y superlativos,"*benché*, *sebbene*, *nonostante* y los superlativos (*il più... che*) piden congiuntivo; si la acción es anterior, **passato**.","*dopo che* no es concesiva: va con **indicativo**. *Dopo che è partito...*, nunca «dopo che sia partito».","Benché abbia studiato, non si sente pronto. = Aunque estudió, no se siente listo. · Sebbene abbia dormito dieci ore, è ancora stanco. = Aunque durmió diez horas, sigue cansado. · È la cosa più bella che io abbia mai visto. = Es lo más lindo que vi en mi vida.",,,,
30,1,Imperfetto: la forma,"Raíz del infinitivo + *-assi*, *-essi*, *-issi*. El único irregular de verdad es *essere → fossi*.","*noi* termina en *-ssimo* (*parlassimo*), parecido al superlativo. Y *io* y *tu* son iguales: otra vez, poné el pronombre.",,io / parlassi / vendessi / dormissi / fossi · tu / parlassi / vendessi / dormissi / fossi · lui/lei / parlasse / vendesse / dormisse / fosse · noi / parlassimo / vendessimo / dormissimo / fossimo · voi / parlaste / vendeste / dormiste / foste · loro / parlassero / vendessero / dormissero / fossero,,,
30,2,Los pocos irregulares,"*fare*, *dire*, *bere*, *porre*, *tradurre* usan la raíz del imperfetto de indicativo (*facevo → facessi*). *dare* y *stare* cambian la vocal: *dessi*, *stessi*.",,,fare / facessi / facesse / facessero · dire / dicessi / dicesse / dicessero · bere / bevessi / bevesse / bevessero · porre / ponessi / ponesse / ponessero · tradurre / traducessi / traducesse / traducessero · dare / dessi / desse / dessero · stare / stessi / stesse / stessero,,,
30,3,Trapassato del congiuntivo,*avessi* o *fossi* + participio. Es el trapassato prossimo pasado a congiuntivo: una acción **anterior** a un verbo en pasado.,,Credevo che fosse partito. = Creía que había salido. · Pensavo che aveste già mangiato. = Pensaba que ya habían comido. · Magari l'avessi saputo prima! = ¡Ojalá lo hubiera sabido antes!,,,,
30,4,Cuándo aparecen,"Si el principal está **en pasado o en condicional**, nada de congiuntivo presente: **imperfetto** si es simultáneo, **trapassato** si es anterior.",,,presente / congiuntivo presente / Credo che venga. · presente / congiuntivo passato / Credo che sia venuto. · pasado / congiuntivo imperfetto / Credevo che venisse. · pasado / congiuntivo trapassato / Credevo che fosse venuto. · condicional / congiuntivo imperfetto / Vorrei che venisse.,,,
30,5,"Ojalá, como si","*Magari*, *se solo* y *come se* piden congiuntivo imperfetto (o trapassato), aunque no haya verbo principal.","*come se* va **siempre** con imperfetto o trapassato: *come se fosse*, *come se non fosse successo niente*. Nunca «come se è».","Magari fosse vero! = ¡Ojalá fuera cierto! · Se solo avessi più tempo... = Si tuviera más tiempo... · Parla come se fosse un esperto. = Habla como si fuera un experto. · Fosse anche l'ultima volta, non ci vado. = Aunque fuera la última vez, no voy.",,,,
31,1,La forma,"*avrei* o *sarei* + participio, con las reglas de auxiliar y concordancia de siempre: *avrei parlato*, *sarei andato/a*, *mi sarei alzato/a*.",,,io / avrei fatto / sarei andato/a · tu / avresti fatto / saresti andato/a · lui/lei / avrebbe fatto / sarebbe andato/a · noi / avremmo fatto / saremmo andati/e · voi / avreste fatto / sareste andati/e · loro / avrebbero fatto / sarebbero andati/e,,,
31,2,Uso 1: lo que no pasó,"Expresa lo que **habría pasado y no pasó**: deseos frustrados, reproches, consejos tardíos.",,"Avrei voluto aiutarti. = Habría querido ayudarte. · Sarei venuto, ma non ho potuto. = Habría ido, pero no pude. · Al posto tuo, avrei detto di no. = En tu lugar, habría dicho que no. · Avresti dovuto avvisarmi. = Deberías haberme avisado.",,,,
31,3,Uso 2: el futuro en el pasado,"«Dijo que vendría» = *ha detto che sarebbe venuto*. Si el punto de referencia está en el pasado, condicional **compuesto**, nunca simple.","*ha detto che verrebbe* es el calco del castellano y está mal. El castellano usa el condicional simple; el italiano, el compuesto.",Mi ha promesso che sarebbe tornato. = Me prometió que volvería. · Non sapevo che avrebbe portato gli amici. = No sabía que traería a los amigos. · Era sicuro che avremmo vinto. = Estaba seguro de que ganaríamos. · Pensavo che ti sarebbe piaciuto. = Pensaba que te iba a gustar.,,,,
31,4,Uso 3: la noticia sin confirmar,"En la prensa, el condizionale passato presenta un hecho pasado **no confirmado**, como el «habría» periodístico del castellano.",,"Il ladro sarebbe fuggito in auto. = El ladrón habría huido en auto. · Secondo il giornale, avrebbero già firmato. = Según el diario, ya habrían firmado.",,,,
32,1,El cuadro con congiuntivo,"Elegí la forma según **el principal** (presente o pasado) y **el momento** de la subordinada (antes, a la vez, después).",,Credo che sia partito / parta / parta domani. = Creo que salió / sale / sale mañana. · Credevo che fosse partito / partisse / sarebbe partito. = Creía que había salido / salía / saldría.,presente / futuro / congiuntivo passato / congiuntivo presente / congiuntivo presente · pasado / congiuntivo trapassato / congiuntivo imperfetto / condizionale passato,,,
32,2,Lo posterior en el pasado,"«Creía que vendría» va con condicional **compuesto**: *Credevo che sarebbe venuto*. Vale para todo futuro visto desde el pasado, con congiuntivo o sin él.","El castellano usa el condicional simple («vendría»), así que la traducción literal falla: «credevo che verrebbe» está mal.",Ha detto che sarebbe arrivato alle otto. = Dijo que llegaría a las ocho. · Sapevo che avresti capito. = Sabía que ibas a entender. · Pensavo che sarebbe stato più facile. = Pensaba que sería más fácil.,,,,
32,3,"Con indicativo, la misma lógica","Sin congiuntivo también hay concordancia. Principal en presente: passato prossimo, presente, futuro. En pasado: trapassato, imperfetto, condizionale passato.",,So che è partito / parte / partirà. = Sé que salió / sale / saldrá. · Sapevo che era partito / partiva / sarebbe partito. = Sabía que había salido / salía / saldría.,presente / passato prossimo / presente / futuro · pasado / trapassato prossimo / imperfetto / condizionale passato,,,
32,4,Cómo entrenarlo,"Antes de escribir el verbo de la subordinada, preguntate: ¿el principal es presente o pasado? ¿Esto pasa antes, durante o después?",,,,,,
33,1,Los tres tipos,"**I** real: indicativo. **II** posible o irreal: congiuntivo imperfetto + condicional. **III** imposible, pasado: congiuntivo trapassato + condizionale passato.",,,"I — real / indicativo presente/futuro / indicativo o imperativo / Se ho tempo, ti chiamo. · II — posible / irreal presente / congiuntivo imperfetto / condizionale presente / Se avessi tempo, ti chiamerei. · III — imposible (pasado) / congiuntivo trapassato / condizionale passato / Se avessi avuto tempo, ti avrei chiamato.",,,
33,2,Nunca condicional después de se,"Detrás de *se* **nunca** va condicional: ni «se avrei», ni «se sarei», ni «se vorrei». Congiuntivo con el *se*, condicional en la otra parte.","Es igual al castellano correcto («si tuviera... llamaría»), pero como en el habla rioplatense se oye «si tendría», el error se traslada.","Se fossi ricco, comprerei una casa al mare. = Si fuera rico, me compraría una casa en la playa. · Se fosse venuto, l'avremmo visto. = Si hubiera venido, lo habríamos visto. · Se potessi, verrei subito. = Si pudiera, iría enseguida.",,,,
33,3,"Los mixtos, los más reales","Se puede cruzar un pasado imposible con una consecuencia presente, o al revés. Son frecuentísimos en la conversación.",,"Se avessi studiato, ora saresti laureato. = Si hubieras estudiado, ahora estarías recibido. · Se fossi più ordinato, non avresti perso le chiavi. = Si fueras más ordenado, no habrías perdido las llaves.",,,,
33,4,Otras formas de hipótesis,"Piden congiuntivo: *a meno che non*, *purché*, *a patto che*, *nel caso in cui*, *qualora* (formal). Y *magari* + imperfetto para desear.",,"Vengo, a meno che non piova. = Voy, a menos que llueva. · Ti presto la macchina purché tu guidi piano. = Te presto el auto con tal de que manejes despacio. · Qualora fosse necessario, mi chiami. = En caso de que fuera necesario, llámeme. · Magari piovesse! = ¡Ojalá lloviera!",,,,
33,5,El doble imperfetto coloquial,"En el habla se oye *Se lo sapevo, non venivo*, con dos imperfetti de indicativo. Vale en lo oral; por escrito y en exámenes, la forma completa.",,"Se lo sapevo, non venivo. = Si lo sabía, no venía. (oral) · Se l'avessi saputo, non sarei venuto. = Si lo hubiera sabido, no habría venido.",,,,
34,1,che: sin preposición,"*che* es invariable: personas y cosas, sujeto u objeto directo. **Nunca** lleva preposición delante.","El relativo **no se omite nunca**, igual que en castellano: *il libro che ho letto*, nunca «il libro ho letto».",Il libro che ho letto è bellissimo. = El libro que leí es hermoso. · La ragazza che parla è mia sorella. = La chica que habla es mi hermana.,,,,
34,2,cui: con preposición,"Detrás de una preposición va **cui**, también invariable: *in cui*, *con cui*, *per cui*, *a cui*, *di cui*.",,La città in cui vivo. = La ciudad en la que vivo. · L'amico con cui studio. = El amigo con el que estudio. · Il motivo per cui sono venuto. = El motivo por el que vine. · La persona a cui ho scritto. = La persona a la que escribí. · Il libro di cui ti parlavo. = El libro del que te hablaba.,,,,
34,3,il cui: «cuyo»,"*il / la / i / le cui* = «cuyo». El artículo concuerda con **lo poseído**, no con el poseedor.",,Lo scrittore il cui libro ho letto. = El escritor cuyo libro leí. · Una città le cui strade sono strette. = Una ciudad cuyas calles son angostas.,,,,
34,4,il quale: el relativo formal,"*il quale / la quale / i quali / le quali* reemplazan a *che* y a *cui*. Concuerdan, así que **deshacen ambigüedades**, y suben el registro.",,"Ho parlato con la sorella di Marco, la quale è medico. = Hablé con la hermana de Marco, que es médica. · Il progetto al quale lavoro. = El proyecto en el que trabajo.",,,,
34,5,chi: sin antecedente,"*chi* = «quien, el que», solo para personas y **sin antecedente**. El verbo va en singular.",,Chi dorme non piglia pesci. = Camarón que se duerme se lo lleva la corriente. · Chi ha finito può uscire. = El que terminó puede salir.,,,,
34,6,"«Lo que»: quello che, il che","«Lo que» = *quello che*, *ciò che*, *quel che*; «todo lo que» = *tutto ciò che*. *il che* retoma **una frase entera**.",,"Non capisco quello che dici. = No entiendo lo que decís. · È arrivato tardi, il che mi ha infastidito. = Llegó tarde, lo que me molestó.",,,,
35,1,essere: la pasiva neutra,"*essere* + participio concordado con el sujeto; el agente va con *da*. Sirve en **cualquier tiempo**, porque *essere* se conjuga.",,Il libro è stato scritto da Calvino. = El libro fue escrito por Calvino. · Le lettere sono state spedite ieri. = Las cartas fueron enviadas ayer. · La casa sarà venduta. = La casa será vendida.,,,,
35,2,venire: la pasiva de acción,"*venire* reemplaza a *essere* **solo en tiempos simples** y subraya el proceso, no el estado. Típico de la prensa y de la administración.",*La porta è chiusa* puede ser estado («está cerrada»); *La porta viene chiusa* solo es acción («se cierra»). Y nunca «è venuta chiusa».,La porta viene chiusa alle otto. = La puerta se cierra a las ocho. · I documenti vengono controllati ogni giorno. = Los documentos se revisan todos los días.,,,,
35,3,andare: la pasiva de obligación,"*andare* + participio = **debe ser** hecho. Muy usado en instrucciones, recetas y normas.",,Il modulo va compilato in stampatello. = El formulario debe llenarse en imprenta. · La pasta va scolata al dente. = La pasta hay que colarla al dente. · Questi errori andrebbero corretti. = Estos errores deberían corregirse.,,,,
35,4,Cuándo conviene evitarla,"Si el agente no importa, lo natural suele ser el *si passivante* (semana 36) o la tercera plural impersonal: *dicono che...* (dicen que...).",,,,,,
36,1,Si passivante: concuerda,"Con un objeto expresado, el verbo **concuerda con ese objeto**, singular o plural. Igual que en castellano: «se venden libros».","«Si vende libri» está mal: *si vendono libri*, *si affittano camere*, *si cercano collaboratori*. Los carteles reales se equivocan seguido; el examen no perdona.",Qui si parla italiano. = Acá se habla italiano. · Si vendono libri usati. = Se venden libros usados. · In questo ristorante si mangiano ottimi piatti. = En este restaurante se comen platos excelentes.,,,,
36,2,Si impersonale: siempre singular,"Sin objeto, o con verbo intransitivo, *si* = «uno, la gente», y el verbo va en **tercera singular**.",,In Italia si mangia bene. = En Italia se come bien. · Si dice che sia partito. = Se dice que se fue. · Non si può fumare qui. = No se puede fumar acá. · Come si dice in italiano? = ¿Cómo se dice en italiano?,,,,
36,3,"El adjetivo, en masculino plural","Con el *si* impersonal, el adjetivo o participio referido al sujeto va en **masculino plural**, aunque el verbo esté en singular.","No tiene paralelo en castellano («uno está cansado», en singular) y aparece en todos los exámenes B2.","Quando si è stanchi, si dorme male. = Cuando uno está cansado, duerme mal. · Si è sempre giovani dentro. = Uno siempre es joven por dentro.",,,,
36,4,Con verbos reflexivos: ci si,"No se pueden juntar dos *si*: el impersonal de un verbo reflexivo se dice **ci si**: *ci si diverte*, *ci si abitua a tutto*.",,D'estate ci si sveglia presto. = En verano uno se despierta temprano. · Con lui non ci si annoia mai. = Con él uno no se aburre nunca.,,,,
36,5,El si toscano por noi,"En el italiano central y coloquial, *si* + tercera singular reemplaza a *noi*: *Stasera si va al cinema* = *andiamo al cinema*.",,Stasera si va al cinema. = Esta noche vamos al cine. · Domani si parte. = Mañana salimos.,,,,
37,1,Las formas regulares,"Terminaciones propias para cada conjugación. En *-ere* hay **dos series** en tres personas; las dos valen, la de *-etti* es más común.",,,io / parlai / vendei / vendetti / dormii · tu / parlasti / vendesti / dormisti · lui/lei / parlò / vendé / vendette / dormì · noi / parlammo / vendemmo / dormimmo · voi / parlaste / vendeste / dormiste · loro / parlarono / venderono / vendettero / dormirono,,,
37,2,El patrón 1-3-6 de los irregulares,"Los irregulares lo son **solo en *io*, *lui/lei* y *loro***, sobre la misma raíz: *-i, -e, -ero*. Las otras tres personas son regulares.",,,prendere / presi / prendesti / prese / prendemmo / prendeste / presero · scrivere / scrissi / scrivesti / scrisse / scrivemmo / scriveste / scrissero · vedere / vidi / vedesti / vide / vedemmo / vedeste / videro · dire / dissi / dicesti / disse / dicemmo / diceste / dissero · fare / feci / facesti / fece / facemmo / faceste / fecero · venire / venni / venisti / venne / venimmo / veniste / vennero · avere / ebbi / avesti / ebbe / avemmo / aveste / ebbero,,,
37,3,Cuándo se usa,Para hechos **concluidos y sin relación con el presente**: narración histórica y literaria. El passato prossimo mantiene el vínculo con el ahora.,"El norte usa el passato prossimo para todo; Sicilia y Nápoles, el remoto hasta para lo de esta mañana. En la escritura formal, la distinción se respeta.",Dante nacque a Firenze nel 1265. = Dante nació en Florencia en 1265. · La guerra finì nel 1945. = La guerra terminó en 1945. · Un giorno arrivò uno straniero. = Un día llegó un forastero. · Stamattina ho preso il treno. = Esta mañana tomé el tren.,,,,
37,4,Trapassato remoto,"*ebbi* / *fui* + participio, solo detrás de *quando, dopo che, appena* con la principal en passato remoto. Es literario: **alcanza con reconocerlo**.",,"Appena ebbe finito, uscì. = Apenas hubo terminado, salió. · Dopo che fu partito, tutti tacquero. = Después de que se fue, todos callaron.",,,,
38,1,Los desplazamientos de tiempo,"Si el verbo de decir está **en pasado**, todo baja un escalón.",,«Sono stanco» → Disse che era stanco. = Dijo que estaba cansado. · «Ho finito» → Disse che aveva finito. = Dijo que había terminado. · «Verrò» → Disse che sarebbe venuto. = Dijo que vendría. · «Vieni!» → Mi disse di venire. = Me dijo que fuera.,presente / imperfetto · passato prossimo / remoto / trapassato prossimo · imperfetto / imperfetto (no cambia) · futuro / condizionale passato · condizionale presente / condizionale passato · imperativo / di + infinito (o che + congiuntivo imperfetto) · congiuntivo presente / congiuntivo imperfetto,,,
38,2,"Personas, lugares y tiempos","También se desplazan **personas, demostrativos, lugar y tiempo**: el punto de vista ya no es el del que habla.",,«Vengo qui domani» → Disse che sarebbe andato lì il giorno dopo. = Dijo que iría allá al día siguiente.,"io, tu / lui, lei (según el caso) · questo / quello · qui, qua / lì, là · ora, adesso / allora, in quel momento · oggi / quel giorno · ieri / il giorno prima · domani / il giorno dopo · fa (due giorni fa) / prima (due giorni prima) · venire / andare",,,
38,3,Preguntas indirectas,"Van con *se* (si) o con la palabra interrogativa. El italiano culto suele poner **congiuntivo**, sobre todo con *chiedere* y verbos de duda.",Este *se* no es el hipotético: es «si» de pregunta y admite condicional. *Mi chiedo se sarebbe d'accordo* es perfectamente correcto.,«Dove abiti?» → Mi chiese dove abitassi. = Me preguntó dónde vivía. · «Vieni?» → Mi chiese se venissi. = Me preguntó si iba. · Non so se sia vero. = No sé si es cierto.,,,,
38,4,Los verbos para reportar,**No repitas *dire***: el C1 se nota en la variedad del verbo que introduce lo dicho.,"Varios piden congiuntivo: *nega che sia vero*, *ammette che sia difficile*.",,"afirmar / affermare, sostenere, dichiarare · agregar o insistir / aggiungere, precisare, ribadire · reconocer o negar / ammettere, negare · proponer / suggerire, proporre · comprometer o amenazar / promettere, minacciare · quejarse o señalar / lamentarsi, far notare",,,
39,1,Los cuatro congiuntivos,Elegí por **el tiempo del principal** y **el momento de la acción**. Lo posterior a un pasado va en condizionale passato.,,,"presente / che io parli / prenda / principal en presente, acción simultánea o posterior · passato / che io abbia parlato / sia andato / principal en presente, acción anterior · imperfetto / che io parlassi / prendessi / principal en pasado o condicional, simultánea · trapassato / che io avessi parlato / fossi andato / principal en pasado, acción anterior",,,
39,2,El período hipotético,"Tres tipos: real, posible, imposible. **Nunca** condicional después de *se*.",,"Se ho tempo, ti chiamo. = Si tengo tiempo, te llamo. · Se avessi tempo, ti chiamerei. = Si tuviera tiempo, te llamaría. · Se avessi avuto tempo, ti avrei chiamato. = Si hubiera tenido tiempo, te habría llamado.",,,,
39,3,Pasiva y si,"Tres auxiliares para la pasiva, dos *si* para lo impersonal. Repasá qué aporta cada uno.",,,"essere + participio / Il libro è stato scritto da Calvino. / cualquier tiempo · venire + participio / La porta viene chiusa alle otto. / acción; solo tiempos simples · andare + participio / Il modulo va compilato. / = debe ser · si passivante / Si vendono libri. / concuerda con el objeto · si impersonale / Quando si è stanchi... / verbo singular, adjetivo masc. plural",,,
39,4,Passato remoto y discurso indirecto,"El **passato remoto** narra el pasado cerrado de libros y noticias: *fu, ebbe, fece, disse*. Al reportar, los tiempos **retroceden** un paso.",,,«Vengo» / disse che veniva · «Sono venuto» / disse che era venuto · «Verrò» / disse che sarebbe venuto · «Vieni!» / gli disse di venire,,,
39,5,Las trampas de la estación,Las faltas que más delatan al hispanohablante. Tapá la columna de la derecha y corregí vos.,,,credo che è tardi / credo che sia tardi · che lui parla (-are) / che lui parli · ha detto che verrebbe / ha detto che sarebbe venuto · se avrei tempo / se avessi tempo · come se è / come se fosse · si vende libri / si vendono libri · quando si è stanco / quando si è stanchi · mi lo dai? / me lo dai? · ho tre / ne ho tre · la città che vivo / la città in cui vivo,,,
40,1,fare + infinito,"*fare* conjugado + infinitivo, **sin nada en el medio**: los dos verbos funcionan como una unidad.",,Ho fatto riparare la macchina. = Mandé a arreglar el auto. · Mi fai ridere. = Me hacés reír. · Il professore ci fa studiare molto. = El profesor nos hace estudiar mucho. · Fammi sapere. = Avisame. (literalmente: hacé que yo sepa),,,,
40,2,farsi + infinito: para uno mismo,*farsi* + infinitivo = hacerse hacer algo. Es la forma normal de decir «me corté el pelo» o «me hice un traje».,,Si è fatto tagliare i capelli. = Se cortó el pelo (en la peluquería). · Mi sono fatto fare un vestito. = Me hice hacer un traje. · Si è fatta operare. = Se operó.,,,,
40,3,Quién hace qué,"Si el infinitivo no tiene objeto propio, el que ejecuta es objeto **directo**. Si ya lleva objeto directo, el que ejecuta pasa a **indirecto**, con *a*.",,Faccio lavorare Marco. → Lo faccio lavorare. = Hago trabajar a Marco. → Lo hago trabajar. · Faccio leggere il libro a Marco. → Glielo faccio leggere. = Le hago leer el libro a Marco. → Se lo hago leer.,,,,
40,4,Los pronombres van delante de fare,"Los pronombres van **delante de *fare***, no del infinitivo: *lo faccio venire*, jamás «faccio venirlo».","Solo se pegan a *fare* cuando *fare* está en imperativo informal, infinitivo o gerundio: *fallo entrare*, *devo farlo venire*.",Lo faccio venire. = Lo hago venir. · Fallo entrare. = Hacelo entrar. · Devo farlo venire. = Tengo que hacerlo venir.,,,,
40,5,lasciare: permitir en vez de obligar,*lasciare* + infinitivo funciona igual que *fare* pero significa «dejar que». También admite *lasciare che* + congiuntivo.,,Lascia parlare tuo fratello. = Dejá hablar a tu hermano. · Non mi lasciano uscire. = No me dejan salir. · Lascialo stare. = Dejalo en paz. · Lascia che ti spieghi. = Dejá que te explique.,,,,
40,6,Expresiones fijas con fare,Estas combinaciones se usan todo el tiempo: aprendelas enteras.,,,"far vedere / mostrar · far sapere / avisar · far notare / señalar, hacer notar · far presente / advertir, poner en conocimiento · farsi capire / hacerse entender · farsi vivo / dar señales de vida · far finta di / hacer de cuenta que · dare da fare / dar trabajo · farcela / lograrlo",,,
41,1,Las tres opciones,"*vedere, sentire, guardare, ascoltare, osservare, notare* + otro verbo: tres construcciones. En el habla, la más frecuente es la del **infinitivo**.",,,"+ infinitivo / el hecho completo / Ho visto Maria uscire. · + che + indicativo / la circunstancia, con más detalle / Ho visto che Maria usciva. · + che (relativa) / la acción en curso, sorprendida / Ho visto Maria che usciva.",,,
41,2,Dónde va el objeto,El sustantivo puede ir antes o después del infinitivo. El pronombre va **delante del verbo de percepción**.,"El participio concuerda con el pronombre directo, como siempre: *l'ho vista uscire*, *li ho sentiti parlare*. Los correctores lo buscan.",Ho sentito cantare Maria. = Oí cantar a María. · Ho sentito Maria cantare. = Oí a María cantar. · L'ho sentita cantare. = La oí cantar. · Li ho visti entrare. = Los vi entrar.,,,,
41,3,La pasiva de percepción,Si el sujeto recibe la acción: verbo de percepción **reflexivo** + infinitivo.,,Si è sentito chiamare. = Oyó que lo llamaban. · Si è visto rifiutare la richiesta. = Vio cómo le rechazaban el pedido.,,,,
41,4,"sentire, un verbo que abarca mucho","*sentire* cubre oír, sentir, probar y enterarse. Con pronombres forma *sentirsi* y *sentirsela*.",,,oír / Non ti sento. / No te escucho. · sentir físicamente / Sento freddo. / Tengo frío. · probar / oler / Senti che buono! / ¡Probá qué rico! · saber por alguien / Ho sentito che parti. / Me enteré de que te vas. · sentirsi / Come ti senti? / ¿Cómo te sentís? · sentirsela / Non me la sento. / No me animo.,,,
